FORMULA
Co1 Cr1 Fe1 Ni1
Co1 Cr1 Mn1 Ni1
Co1 Cr1 Ni1
Co1 Fe1 Mn1 Ni1
Co1 Fe1 Ni1
Co1 Mn1 Ni1
Fe1 Mn1 Ni1
Co1 Cr1 Fe1 Ni1
Al0.2 Co1 Cr1 Fe1 Mn1 Ni1
Al0.38 Co1 Cr1 Fe1 Mn1 Ni1
Co1 Cr1 Fe1 Mn1 Ni1
Co1 Cr1 Cu1 Fe1 Ni1 Ti1
Co1 Cr1 Cu1 Fe1 Ni1 Ti0.5
Co1 Cr1 Cu1 Fe1 Ni1
Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929
Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929
Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1
Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667
Al0.667 Nb1 Ta0.333 Ti1 Zr0.333
Al0.3 Hf1 Nb1 Ta1 Ti1 Zr1
Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1
Al0.75 Hf1 Nb1 Ta1 Ti1 Zr1
Hf1 Nb1 Ta1 Ti1 Zr1
Al0.25 Mo1 Nb1 Ti1 V1
Al0.5 Mo1 Nb1 Ti1 V1
Al0.75 Mo1 Nb1 Ti1 V1
Al1 Mo1 Nb1 Ti1 V1
Mo1 Nb1 Ti1 V1
Nb0.5 Ti0.5 V1 Zr0.5
Nb1 Ti1 V1 Zr1
Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1
Hf1 Mo0.5 Nb1 Ta1 Ti1 Zr1
Hf1 Mo0.75 Nb1 Ta1 Ti1 Zr1
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1
Hf1 Nb1 Ta1 Ti1 Zr1
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1
Hf1 Mo1 Ta1 Ti1 Zr1
Hf1 Mo1 Nb1 Ti1 Zr1
Hf1 Mo1 Nb1 Ti1 Zr1
Hf0.333 Nb0.333 Ta0.333 Ti1 Zr0.667
Hf1 Nb1 Ta1 Ti1 Zr1
Mo1 Nb1 Ta1 V1
Mo1 Nb1 Ta1 V1 W1
Mo1 Nb1 Ta1 W1
Mo1 Nb1 Ti1 V0.25 Zr1
Mo1 Nb1 Ti1 V0.5 Zr1
Mo1 Nb1 Ti1 V0.75 Zr1
Mo1 Nb1 Ti1 V1 Zr1
Mo0.667 Nb0.667 Ti0.667 V1 Zr0.667
Mo0.5 Nb0.5 Ti0.5 V1 Zr0.5
Mo0.333 Nb0.333 Ti0.333 V1 Zr0.333
Mo1 Nb1 Ti1 Zr1
Al0.25 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1
Cu1 Mn1 Ni1 Zn0.333
Cu1 Mn1 Ni1 Zn0.25
Al0.053 Cu1 Mn1 Ni1
Hf1 Nb1 Ti1 V1 Zr1
Hf1 Nb1 Ta1 Ti1 Zr1
Hf1 Nb1 Ta1 Ti1 Zr1
Hf1 Nb1 Ta1 Ti1 Zr1
Hf1 Nb1 Ta1 Ti1 Zr1
Hf1 Nb1 Ta1 Zr1
Nb1 Ta1 Ti1 V1 W1
Nb1 Ta1 V1 W1
Co1 Cr1 Fe1 Mn1 Ni1
Al0.304 Co1 Cr1 Fe1 Ni1
